Date,Centre_Name,Commodity_Name,Price
10-04-2013,HISAR,Potato,9
10-04-2013,KARNAL,Potato,10
10-04-2013,SHIMLA,Potato,13
10-04-2013,MANDI,Potato,10
10-04-2013,SRINAGAR,Potato,NA
10-04-2013,JAMMU,Potato,14
10-04-2013,AMRITSAR,Potato,13
10-04-2013,LUDHIANA,Potato,10
10-04-2013,BATHINDA,Potato,NA
10-04-2013,LUCKNOW,Potato,10
10-04-2013,KANPUR,Potato,10
10-04-2013,VARANASI,Potato,14
10-04-2013,AGRA,Potato,10
10-04-2013,DEHRADUN,Potato,14
10-04-2013,RAIPUR,Potato,14
10-04-2013,PANAJI,Potato,NA
10-04-2013,AHMEDABAD,Potato,15
10-04-2013,RAJKOT,Potato,15
10-04-2013,BHOPAL,Potato,15
10-04-2013,INDORE,Potato,15
10-04-2013,GWALIOR,Potato,20
10-04-2013,JABALPUR,Potato,9
10-04-2013,MUMBAI,Potato,18
10-04-2013,NAGPUR,Potato,14
10-04-2013,JAIPUR,Potato,10
10-04-2013,JODHPUR,Potato,10
10-04-2013,KOTA,Potato,NA
10-04-2013,PATNA,Potato,9
10-04-2013,BHAGALPUR,Potato,8
10-04-2013,RANCHI,Potato,12
10-04-2013,BHUBANESHWAR,Potato,9
10-04-2013,CUTTACK,Potato,8
10-04-2013,SAMBALPUR,Potato,10
10-04-2013,ROURKELA,Potato,12
10-04-2013,KOLKATA,Potato,9
10-04-2013,SILIGURI,Potato,8
10-04-2013,PORT BLAIR,Potato,18
10-04-2013,ITANAGAR,Potato,NA
10-04-2013,GUWAHATI,Potato,9
10-04-2013,SHILLONG,Potato,15
10-04-2013,AIZWAL,Potato,NA
10-04-2013,DIMAPUR,Potato,12
10-04-2013,AGARTALA,Potato,14
10-04-2013,VIJAYWADA,Potato,16
10-04-2013,VISAKHAPATNAM,Potato,13
10-04-2013,BENGALURU,Potato,19
10-04-2013,DHARWAD,Potato,22
10-04-2013,T.PURAM,Potato,23
10-04-2013,ERNAKULAM,Potato,24
10-04-2013,KOZHIKODE,Potato,21
10-04-2013,PUDUCHERRY,Potato,20
10-04-2013,CHENNAI,Potato,17
10-04-2013,DINDIGUL,Potato,NA
10-04-2013,THIRUCHIRAPALLI,Potato,16
10-04-2013,HYDERABAD,Potato,16
11-04-2013,CHANDIGARH,Potato,10
11-04-2013,DELHI,Potato,13
11-04-2013,HISAR,Potato,9
11-04-2013,KARNAL,Potato,12
11-04-2013,SHIMLA,Potato,13
11-04-2013,MANDI,Potato,10
11-04-2013,SRINAGAR,Potato,NA
11-04-2013,JAMMU,Potato,NA
11-04-2013,AMRITSAR,Potato,13
11-04-2013,LUDHIANA,Potato,NA
11-04-2013,BATHINDA,Potato,8
11-04-2013,LUCKNOW,Potato,10
11-04-2013,KANPUR,Potato,10
11-04-2013,VARANASI,Potato,14
11-04-2013,AGRA,Potato,10
11-04-2013,DEHRADUN,Potato,NA
11-04-2013,RAIPUR,Potato,14
11-04-2013,PANAJI,Potato,NA
11-04-2013,AHMEDABAD,Potato,NA
11-04-2013,RAJKOT,Potato,NA
11-04-2013,BHOPAL,Potato,NA
11-04-2013,INDORE,Potato,NA
11-04-2013,GWALIOR,Potato,NA
11-04-2013,JABALPUR,Potato,NA
11-04-2013,MUMBAI,Potato,NA
11-04-2013,NAGPUR,Potato,NA
11-04-2013,JAIPUR,Potato,NA
11-04-2013,JODHPUR,Potato,NA
11-04-2013,KOTA,Potato,NA
11-04-2013,PATNA,Potato,NA
11-04-2013,BHAGALPUR,Potato,NA
11-04-2013,RANCHI,Potato,12
11-04-2013,BHUBANESHWAR,Potato,9
11-04-2013,CUTTACK,Potato,8
11-04-2013,SAMBALPUR,Potato,10
11-04-2013,ROURKELA,Potato,12
11-04-2013,KOLKATA,Potato,9
11-04-2013,SILIGURI,Potato,8
11-04-2013,PORT BLAIR,Potato,NA
11-04-2013,ITANAGAR,Potato,NA
11-04-2013,GUWAHATI,Potato,9
11-04-2013,SHILLONG,Potato,15
11-04-2013,AIZWAL,Potato,30
11-04-2013,DIMAPUR,Potato,12
11-04-2013,AGARTALA,Potato,NA
11-04-2013,VIJAYWADA,Potato,NA
11-04-2013,VISAKHAPATNAM,Potato,NA
11-04-2013,BENGALURU,Potato,NA
11-04-2013,DHARWAD,Potato,NA
11-04-2013,T.PURAM,Potato,23
11-04-2013,ERNAKULAM,Potato,24
11-04-2013,KOZHIKODE,Potato,21
11-04-2013,PUDUCHERRY,Potato,22
11-04-2013,CHENNAI,Potato,NA
11-04-2013,DINDIGUL,Potato,NA
11-04-2013,THIRUCHIRAPALLI,Potato,NA
11-04-2013,HYDERABAD,Potato,NA
12-04-2013,CHANDIGARH,Potato,10
12-04-2013,DELHI,Potato,13
12-04-2013,HISAR,Potato,9
12-04-2013,KARNAL,Potato,12
12-04-2013,SHIMLA,Potato,13
12-04-2013,MANDI,Potato,10
12-04-2013,SRINAGAR,Potato,NA
12-04-2013,JAMMU,Potato,14
12-04-2013,AMRITSAR,Potato,13
12-04-2013,LUDHIANA,Potato,NA
12-04-2013,BATHINDA,Potato,8
12-04-2013,LUCKNOW,Potato,NA
12-04-2013,KANPUR,Potato,NA
12-04-2013,VARANASI,Potato,NA
12-04-2013,AGRA,Potato,NA
12-04-2013,DEHRADUN,Potato,14
12-04-2013,RAIPUR,Potato,NA
12-04-2013,PANAJI,Potato,NA
12-04-2013,AHMEDABAD,Potato,15
12-04-2013,RAJKOT,Potato,15
12-04-2013,BHOPAL,Potato,15
12-04-2013,INDORE,Potato,15
12-04-2013,GWALIOR,Potato,20
12-04-2013,JABALPUR,Potato,9
12-04-2013,MUMBAI,Potato,20
12-04-2013,NAGPUR,Potato,14
12-04-2013,JAIPUR,Potato,10
12-04-2013,JODHPUR,Potato,10
12-04-2013,KOTA,Potato,15
12-04-2013,PATNA,Potato,9
12-04-2013,BHAGALPUR,Potato,8
12-04-2013,RANCHI,Potato,12
12-04-2013,BHUBANESHWAR,Potato,9
12-04-2013,CUTTACK,Potato,NA
12-04-2013,SAMBALPUR,Potato,10
12-04-2013,ROURKELA,Potato,12
12-04-2013,KOLKATA,Potato,9
12-04-2013,SILIGURI,Potato,8
12-04-2013,PORT BLAIR,Potato,18
12-04-2013,ITANAGAR,Potato,10
12-04-2013,GUWAHATI,Potato,9
12-04-2013,SHILLONG,Potato,15
12-04-2013,AIZWAL,Potato,30
12-04-2013,DIMAPUR,Potato,12
12-04-2013,AGARTALA,Potato,14
12-04-2013,VIJAYWADA,Potato,16
12-04-2013,VISAKHAPATNAM,Potato,13
12-04-2013,BENGALURU,Potato,19
12-04-2013,DHARWAD,Potato,22
12-04-2013,T.PURAM,Potato,NA
12-04-2013,ERNAKULAM,Potato,NA
12-04-2013,KOZHIKODE,Potato,NA
12-04-2013,PUDUCHERRY,Potato,22
12-04-2013,CHENNAI,Potato,17
12-04-2013,DINDIGUL,Potato,NA
12-04-2013,THIRUCHIRAPALLI,Potato,16
12-04-2013,HYDERABAD,Potato,16
15-04-2013,CHANDIGARH,Potato,10
15-04-2013,DELHI,Potato,14
15-04-2013,HISAR,Potato,9
15-04-2013,KARNAL,Potato,12
15-04-2013,SHIMLA,Potato,NA
15-04-2013,MANDI,Potato,NA
15-04-2013,SRINAGAR,Potato,NA
15-04-2013,JAMMU,Potato,14
15-04-2013,AMRITSAR,Potato,13
15-04-2013,LUDHIANA,Potato,NA
15-04-2013,BATHINDA,Potato,NA
15-04-2013,LUCKNOW,Potato,10
15-04-2013,KANPUR,Potato,10
15-04-2013,VARANASI,Potato,14
15-04-2013,AGRA,Potato,8
15-04-2013,DEHRADUN,Potato,14
15-04-2013,RAIPUR,Potato,16
15-04-2013,PANAJI,Potato,NA
15-04-2013,AHMEDABAD,Potato,15
15-04-2013,RAJKOT,Potato,15
15-04-2013,BHOPAL,Potato,15
15-04-2013,INDORE,Potato,15
15-04-2013,GWALIOR,Potato,20
15-04-2013,JABALPUR,Potato,9
15-04-2013,MUMBAI,Potato,22
15-04-2013,NAGPUR,Potato,14
15-04-2013,JAIPUR,Potato,10
15-04-2013,JODHPUR,Potato,10
15-04-2013,KOTA,Potato,15
15-04-2013,PATNA,Potato,9
15-04-2013,BHAGALPUR,Potato,8
15-04-2013,RANCHI,Potato,12
15-04-2013,BHUBANESHWAR,Potato,10
15-04-2013,CUTTACK,Potato,NA
15-04-2013,SAMBALPUR,Potato,10
15-04-2013,ROURKELA,Potato,12
15-04-2013,KOLKATA,Potato,NA
15-04-2013,SILIGURI,Potato,NA
15-04-2013,PORT BLAIR,Potato,NA
15-04-2013,ITANAGAR,Potato,NA
15-04-2013,GUWAHATI,Potato,NA
15-04-2013,SHILLONG,Potato,NA
15-04-2013,AIZWAL,Potato,NA
15-04-2013,DIMAPUR,Potato,12
15-04-2013,AGARTALA,Potato,NA
15-04-2013,VIJAYWADA,Potato,18
15-04-2013,VISAKHAPATNAM,Potato,13
15-04-2013,BENGALURU,Potato,19
15-04-2013,DHARWAD,Potato,22
15-04-2013,T.PURAM,Potato,23
15-04-2013,ERNAKULAM,Potato,24
15-04-2013,KOZHIKODE,Potato,21
15-04-2013,PUDUCHERRY,Potato,24
15-04-2013,CHENNAI,Potato,17
15-04-2013,DINDIGUL,Potato,NA
15-04-2013,THIRUCHIRAPALLI,Potato,16
15-04-2013,HYDERABAD,Potato,14
16-04-2013,CHANDIGARH,Potato,10
16-04-2013,DELHI,Potato,14
16-04-2013,HISAR,Potato,9
16-04-2013,KARNAL,Potato,10
16-04-2013,SHIMLA,Potato,NA
16-04-2013,MANDI,Potato,10
16-04-2013,SRINAGAR,Potato,NA
16-04-2013,JAMMU,Potato,15
16-04-2013,AMRITSAR,Potato,12
16-04-2013,LUDHIANA,Potato,10
16-04-2013,BATHINDA,Potato,NA
16-04-2013,LUCKNOW,Potato,10
16-04-2013,KANPUR,Potato,10
16-04-2013,VARANASI,Potato,14
16-04-2013,AGRA,Potato,8
16-04-2013,DEHRADUN,Potato,14
16-04-2013,RAIPUR,Potato,16
16-04-2013,PANAJI,Potato,NA
16-04-2013,AHMEDABAD,Potato,15
16-04-2013,RAJKOT,Potato,15
16-04-2013,BHOPAL,Potato,15
16-04-2013,INDORE,Potato,15
16-04-2013,GWALIOR,Potato,20
16-04-2013,JABALPUR,Potato,NA
16-04-2013,MUMBAI,Potato,22
16-04-2013,NAGPUR,Potato,16
16-04-2013,JAIPUR,Potato,NA
16-04-2013,JODHPUR,Potato,10
16-04-2013,KOTA,Potato,15
16-04-2013,PATNA,Potato,9
16-04-2013,BHAGALPUR,Potato,8
16-04-2013,RANCHI,Potato,12
16-04-2013,BHUBANESHWAR,Potato,10
16-04-2013,CUTTACK,Potato,9
16-04-2013,SAMBALPUR,Potato,10
16-04-2013,ROURKELA,Potato,12
16-04-2013,KOLKATA,Potato,9
16-04-2013,SILIGURI,Potato,NA
16-04-2013,PORT BLAIR,Potato,18
16-04-2013,ITANAGAR,Potato,NA
16-04-2013,GUWAHATI,Potato,NA
16-04-2013,SHILLONG,Potato,15
16-04-2013,AIZWAL,Potato,30
16-04-2013,DIMAPUR,Potato,12
16-04-2013,AGARTALA,Potato,14
16-04-2013,VIJAYWADA,Potato,18
16-04-2013,VISAKHAPATNAM,Potato,13
16-04-2013,BENGALURU,Potato,NA
16-04-2013,DHARWAD,Potato,NA
16-04-2013,T.PURAM,Potato,23
16-04-2013,ERNAKULAM,Potato,24
16-04-2013,KOZHIKODE,Potato,21
16-04-2013,PUDUCHERRY,Potato,22
16-04-2013,CHENNAI,Potato,17
16-04-2013,DINDIGUL,Potato,NA
16-04-2013,THIRUCHIRAPALLI,Potato,NA
16-04-2013,HYDERABAD,Potato,14
17-04-2013,CHANDIGARH,Potato,10
17-04-2013,DELHI,Potato,14
17-04-2013,HISAR,Potato,9
17-04-2013,KARNAL,Potato,10
17-04-2013,SHIMLA,Potato,NA
17-04-2013,MANDI,Potato,10
17-04-2013,SRINAGAR,Potato,NA
17-04-2013,JAMMU,Potato,15
17-04-2013,AMRITSAR,Potato,12
17-04-2013,LUDHIANA,Potato,15
17-04-2013,BATHINDA,Potato,NA
17-04-2013,LUCKNOW,Potato,10
17-04-2013,KANPUR,Potato,10
17-04-2013,VARANASI,Potato,14
17-04-2013,AGRA,Potato,8
17-04-2013,DEHRADUN,Potato,14
17-04-2013,RAIPUR,Potato,16
17-04-2013,PANAJI,Potato,NA
17-04-2013,AHMEDABAD,Potato,15
17-04-2013,RAJKOT,Potato,15
17-04-2013,BHOPAL,Potato,15
17-04-2013,INDORE,Potato,15
17-04-2013,GWALIOR,Potato,20
17-04-2013,JABALPUR,Potato,NA
17-04-2013,MUMBAI,Potato,24
17-04-2013,NAGPUR,Potato,16
17-04-2013,JAIPUR,Potato,10
17-04-2013,JODHPUR,Potato,9
17-04-2013,KOTA,Potato,15
17-04-2013,PATNA,Potato,9
17-04-2013,BHAGALPUR,Potato,NA
17-04-2013,RANCHI,Potato,12
17-04-2013,BHUBANESHWAR,Potato,10
17-04-2013,CUTTACK,Potato,10
17-04-2013,SAMBALPUR,Potato,10
17-04-2013,ROURKELA,Potato,12
17-04-2013,KOLKATA,Potato,10
17-04-2013,SILIGURI,Potato,8
17-04-2013,PORT BLAIR,Potato,18
17-04-2013,ITANAGAR,Potato,NA
17-04-2013,GUWAHATI,Potato,9
17-04-2013,SHILLONG,Potato,15
17-04-2013,AIZWAL,Potato,30
17-04-2013,DIMAPUR,Potato,12
17-04-2013,AGARTALA,Potato,14
17-04-2013,VIJAYWADA,Potato,18
17-04-2013,VISAKHAPATNAM,Potato,13
17-04-2013,BENGALURU,Potato,19
17-04-2013,DHARWAD,Potato,22
17-04-2013,T.PURAM,Potato,23
17-04-2013,ERNAKULAM,Potato,24
17-04-2013,KOZHIKODE,Potato,21
17-04-2013,PUDUCHERRY,Potato,22
17-04-2013,CHENNAI,Potato,17
17-04-2013,DINDIGUL,Potato,NA
17-04-2013,THIRUCHIRAPALLI,Potato,16
17-04-2013,HYDERABAD,Potato,14
18-04-2013,CHANDIGARH,Potato,10
18-04-2013,DELHI,Potato,14
18-04-2013,HISAR,Potato,9
18-04-2013,KARNAL,Potato,10
18-04-2013,SHIMLA,Potato,18
18-04-2013,MANDI,Potato,10
18-04-2013,SRINAGAR,Potato,NA
18-04-2013,JAMMU,Potato,NA
18-04-2013,AMRITSAR,Potato,12
18-04-2013,LUDHIANA,Potato,15
18-04-2013,BATHINDA,Potato,7
18-04-2013,LUCKNOW,Potato,10
18-04-2013,KANPUR,Potato,12
18-04-2013,VARANASI,Potato,12
18-04-2013,AGRA,Potato,8
18-04-2013,DEHRADUN,Potato,14
18-04-2013,RAIPUR,Potato,16
18-04-2013,PANAJI,Potato,NA
18-04-2013,AHMEDABAD,Potato,15
18-04-2013,RAJKOT,Potato,15
18-04-2013,BHOPAL,Potato,15
18-04-2013,INDORE,Potato,15
18-04-2013,GWALIOR,Potato,20
18-04-2013,JABALPUR,Potato,9
18-04-2013,MUMBAI,Potato,24
18-04-2013,NAGPUR,Potato,16
18-04-2013,JAIPUR,Potato,10
18-04-2013,JODHPUR,Potato,NA
18-04-2013,KOTA,Potato,15
18-04-2013,PATNA,Potato,9
18-04-2013,BHAGALPUR,Potato,8
18-04-2013,RANCHI,Potato,NA
18-04-2013,BHUBANESHWAR,Potato,NA
18-04-2013,CUTTACK,Potato,NA
18-04-2013,SAMBALPUR,Potato,NA
18-04-2013,ROURKELA,Potato,NA
18-04-2013,KOLKATA,Potato,10
18-04-2013,SILIGURI,Potato,8
18-04-2013,PORT BLAIR,Potato,18
18-04-2013,ITANAGAR,Potato,10
18-04-2013,GUWAHATI,Potato,9
18-04-2013,SHILLONG,Potato,15
18-04-2013,AIZWAL,Potato,30
18-04-2013,DIMAPUR,Potato,12
18-04-2013,AGARTALA,Potato,14
18-04-2013,VIJAYWADA,Potato,18
18-04-2013,VISAKHAPATNAM,Potato,13
18-04-2013,BENGALURU,Potato,19
18-04-2013,DHARWAD,Potato,22
18-04-2013,T.PURAM,Potato,23
18-04-2013,ERNAKULAM,Potato,24
18-04-2013,KOZHIKODE,Potato,21
18-04-2013,PUDUCHERRY,Potato,22
18-04-2013,CHENNAI,Potato,17
18-04-2013,DINDIGUL,Potato,NA
18-04-2013,THIRUCHIRAPALLI,Potato,16
18-04-2013,HYDERABAD,Potato,14
22-04-2013,CHANDIGARH,Potato,10
22-04-2013,DELHI,Potato,14
22-04-2013,HISAR,Potato,9
22-04-2013,KARNAL,Potato,10
22-04-2013,SHIMLA,Potato,18
22-04-2013,MANDI,Potato,10
22-04-2013,SRINAGAR,Potato,20
22-04-2013,JAMMU,Potato,15
22-04-2013,AMRITSAR,Potato,12
22-04-2013,LUDHIANA,Potato,15
22-04-2013,BATHINDA,Potato,7
22-04-2013,LUCKNOW,Potato,10
22-04-2013,KANPUR,Potato,12
22-04-2013,VARANASI,Potato,14
22-04-2013,AGRA,Potato,8
22-04-2013,DEHRADUN,Potato,14
22-04-2013,RAIPUR,Potato,16
22-04-2013,PANAJI,Potato,NA
22-04-2013,AHMEDABAD,Potato,NA
22-04-2013,RAJKOT,Potato,NA
22-04-2013,BHOPAL,Potato,15
22-04-2013,INDORE,Potato,15
22-04-2013,GWALIOR,Potato,20
22-04-2013,JABALPUR,Potato,NA
22-04-2013,MUMBAI,Potato,18
22-04-2013,NAGPUR,Potato,16
22-04-2013,JAIPUR,Potato,10
22-04-2013,JODHPUR,Potato,10
22-04-2013,KOTA,Potato,NA
22-04-2013,PATNA,Potato,9
22-04-2013,BHAGALPUR,Potato,8
22-04-2013,RANCHI,Potato,12
22-04-2013,BHUBANESHWAR,Potato,12
22-04-2013,CUTTACK,Potato,12
22-04-2013,SAMBALPUR,Potato,10
22-04-2013,ROURKELA,Potato,14
22-04-2013,KOLKATA,Potato,10
22-04-2013,SILIGURI,Potato,8
22-04-2013,PORT BLAIR,Potato,18
22-04-2013,ITANAGAR,Potato,NA
22-04-2013,GUWAHATI,Potato,9
22-04-2013,SHILLONG,Potato,15
22-04-2013,AIZWAL,Potato,30
22-04-2013,DIMAPUR,Potato,12
22-04-2013,AGARTALA,Potato,15
22-04-2013,VIJAYWADA,Potato,19
22-04-2013,VISAKHAPATNAM,Potato,13
22-04-2013,BENGALURU,Potato,19
22-04-2013,DHARWAD,Potato,22
22-04-2013,T.PURAM,Potato,23
22-04-2013,ERNAKULAM,Potato,24
22-04-2013,KOZHIKODE,Potato,21
22-04-2013,PUDUCHERRY,Potato,22
22-04-2013,CHENNAI,Potato,17
22-04-2013,DINDIGUL,Potato,NA
22-04-2013,THIRUCHIRAPALLI,Potato,16
22-04-2013,HYDERABAD,Potato,16
23-04-2013,CHANDIGARH,Potato,10
23-04-2013,DELHI,Potato,14
23-04-2013,HISAR,Potato,9
23-04-2013,KARNAL,Potato,10
23-04-2013,SHIMLA,Potato,18
23-04-2013,MANDI,Potato,10
23-04-2013,SRINAGAR,Potato,NA
23-04-2013,JAMMU,Potato,15
23-04-2013,AMRITSAR,Potato,12
23-04-2013,LUDHIANA,Potato,NA
23-04-2013,BATHINDA,Potato,7
23-04-2013,LUCKNOW,Potato,NA
23-04-2013,KANPUR,Potato,NA
23-04-2013,VARANASI,Potato,NA
23-04-2013,AGRA,Potato,NA
23-04-2013,DEHRADUN,Potato,14
23-04-2013,RAIPUR,Potato,16
23-04-2013,PANAJI,Potato,NA
23-04-2013,AHMEDABAD,Potato,NA
23-04-2013,RAJKOT,Potato,NA
23-04-2013,BHOPAL,Potato,NA
23-04-2013,INDORE,Potato,NA
23-04-2013,GWALIOR,Potato,NA
23-04-2013,JABALPUR,Potato,NA
23-04-2013,MUMBAI,Potato,18
23-04-2013,NAGPUR,Potato,17
23-04-2013,JAIPUR,Potato,NA
23-04-2013,JODHPUR,Potato,NA
23-04-2013,KOTA,Potato,NA
23-04-2013,PATNA,Potato,NA
23-04-2013,BHAGALPUR,Potato,NA
23-04-2013,RANCHI,Potato,NA
23-04-2013,BHUBANESHWAR,Potato,12
23-04-2013,CUTTACK,Potato,13
23-04-2013,SAMBALPUR,Potato,10
23-04-2013,ROURKELA,Potato,14
23-04-2013,KOLKATA,Potato,10
23-04-2013,SILIGURI,Potato,8
23-04-2013,PORT BLAIR,Potato,18
23-04-2013,ITANAGAR,Potato,NA
23-04-2013,GUWAHATI,Potato,9
23-04-2013,SHILLONG,Potato,15
23-04-2013,AIZWAL,Potato,30
23-04-2013,DIMAPUR,Potato,12
23-04-2013,AGARTALA,Potato,15
23-04-2013,VIJAYWADA,Potato,19
23-04-2013,VISAKHAPATNAM,Potato,13
23-04-2013,BENGALURU,Potato,NA
23-04-2013,DHARWAD,Potato,NA
23-04-2013,T.PURAM,Potato,23
23-04-2013,ERNAKULAM,Potato,25
23-04-2013,KOZHIKODE,Potato,21
23-04-2013,PUDUCHERRY,Potato,22
23-04-2013,CHENNAI,Potato,21
23-04-2013,DINDIGUL,Potato,NA
23-04-2013,THIRUCHIRAPALLI,Potato,16
23-04-2013,HYDERABAD,Potato,16
25-04-2013,CHANDIGARH,Potato,10
25-04-2013,DELHI,Potato,15
25-04-2013,HISAR,Potato,9
25-04-2013,KARNAL,Potato,10
25-04-2013,SHIMLA,Potato,16
25-04-2013,MANDI,Potato,10
25-04-2013,SRINAGAR,Potato,NA
25-04-2013,JAMMU,Potato,15
25-04-2013,AMRITSAR,Potato,12
25-04-2013,LUDHIANA,Potato,NA
25-04-2013,BATHINDA,Potato,NA
25-04-2013,LUCKNOW,Potato,10
25-04-2013,KANPUR,Potato,14
25-04-2013,VARANASI,Potato,14
25-04-2013,AGRA,Potato,8
25-04-2013,DEHRADUN,Potato,14
25-04-2013,RAIPUR,Potato,16
25-04-2013,PANAJI,Potato,NA
25-04-2013,AHMEDABAD,Potato,15
25-04-2013,RAJKOT,Potato,13
25-04-2013,BHOPAL,Potato,15
25-04-2013,INDORE,Potato,18
25-04-2013,GWALIOR,Potato,20
25-04-2013,JABALPUR,Potato,NA
25-04-2013,MUMBAI,Potato,18
25-04-2013,NAGPUR,Potato,17
25-04-2013,JAIPUR,Potato,10
25-04-2013,JODHPUR,Potato,NA
25-04-2013,KOTA,Potato,NA
25-04-2013,PATNA,Potato,9
25-04-2013,BHAGALPUR,Potato,9
25-04-2013,RANCHI,Potato,12
25-04-2013,BHUBANESHWAR,Potato,12
25-04-2013,CUTTACK,Potato,13
25-04-2013,SAMBALPUR,Potato,12
25-04-2013,ROURKELA,Potato,14
25-04-2013,KOLKATA,Potato,10
25-04-2013,SILIGURI,Potato,8
25-04-2013,PORT BLAIR,Potato,NA
25-04-2013,ITANAGAR,Potato,10
25-04-2013,GUWAHATI,Potato,10
25-04-2013,SHILLONG,Potato,15
25-04-2013,AIZWAL,Potato,30
25-04-2013,DIMAPUR,Potato,12
25-04-2013,AGARTALA,Potato,15
25-04-2013,VIJAYWADA,Potato,18
25-04-2013,VISAKHAPATNAM,Potato,13
25-04-2013,BENGALURU,Potato,19
25-04-2013,DHARWAD,Potato,18
25-04-2013,T.PURAM,Potato,23
25-04-2013,ERNAKULAM,Potato,25
25-04-2013,KOZHIKODE,Potato,21
25-04-2013,PUDUCHERRY,Potato,22
25-04-2013,CHENNAI,Potato,19
25-04-2013,DINDIGUL,Potato,NA
25-04-2013,THIRUCHIRAPALLI,Potato,20
25-04-2013,HYDERABAD,Potato,19
26-04-2013,CHANDIGARH,Potato,10
26-04-2013,DELHI,Potato,14
26-04-2013,HISAR,Potato,9
26-04-2013,KARNAL,Potato,10
26-04-2013,SHIMLA,Potato,16
26-04-2013,MANDI,Potato,10
26-04-2013,SRINAGAR,Potato,NA
26-04-2013,JAMMU,Potato,15
26-04-2013,AMRITSAR,Potato,13
26-04-2013,LUDHIANA,Potato,10
26-04-2013,BATHINDA,Potato,NA
26-04-2013,LUCKNOW,Potato,12
26-04-2013,KANPUR,Potato,14
26-04-2013,VARANASI,Potato,14
26-04-2013,AGRA,Potato,8
26-04-2013,DEHRADUN,Potato,14
26-04-2013,RAIPUR,Potato,16
26-04-2013,PANAJI,Potato,NA
26-04-2013,AHMEDABAD,Potato,15
26-04-2013,RAJKOT,Potato,15
26-04-2013,BHOPAL,Potato,15
26-04-2013,INDORE,Potato,18
26-04-2013,GWALIOR,Potato,20
26-04-2013,JABALPUR,Potato,NA
26-04-2013,MUMBAI,Potato,20
26-04-2013,NAGPUR,Potato,17
26-04-2013,JAIPUR,Potato,NA
26-04-2013,JODHPUR,Potato,10
26-04-2013,KOTA,Potato,15
26-04-2013,PATNA,Potato,9
26-04-2013,BHAGALPUR,Potato,9
26-04-2013,RANCHI,Potato,12
26-04-2013,BHUBANESHWAR,Potato,12
26-04-2013,CUTTACK,Potato,13
26-04-2013,SAMBALPUR,Potato,12
26-04-2013,ROURKELA,Potato,14
26-04-2013,KOLKATA,Potato,10
26-04-2013,SILIGURI,Potato,8
26-04-2013,PORT BLAIR,Potato,18
26-04-2013,ITANAGAR,Potato,10
26-04-2013,GUWAHATI,Potato,10
26-04-2013,SHILLONG,Potato,15
26-04-2013,AIZWAL,Potato,30
26-04-2013,DIMAPUR,Potato,12
26-04-2013,AGARTALA,Potato,15
26-04-2013,VIJAYWADA,Potato,18
26-04-2013,VISAKHAPATNAM,Potato,13
26-04-2013,BENGALURU,Potato,19
26-04-2013,DHARWAD,Potato,18
26-04-2013,T.PURAM,Potato,23
26-04-2013,ERNAKULAM,Potato,25
26-04-2013,KOZHIKODE,Potato,21
26-04-2013,PUDUCHERRY,Potato,22
26-04-2013,CHENNAI,Potato,19
26-04-2013,DINDIGUL,Potato,NA
26-04-2013,THIRUCHIRAPALLI,Potato,20
26-04-2013,HYDERABAD,Potato,19
29-04-2013,CHANDIGARH,Potato,10
29-04-2013,DELHI,Potato,15
29-04-2013,HISAR,Potato,9
29-04-2013,KARNAL,Potato,10
29-04-2013,SHIMLA,Potato,16
29-04-2013,MANDI,Potato,15
29-04-2013,SRINAGAR,Potato,NA
29-04-2013,JAMMU,Potato,15
29-04-2013,AMRITSAR,Potato,13
29-04-2013,LUDHIANA,Potato,10
29-04-2013,BATHINDA,Potato,NA
29-04-2013,LUCKNOW,Potato,12
29-04-2013,KANPUR,Potato,14
29-04-2013,VARANASI,Potato,14
29-04-2013,AGRA,Potato,12
29-04-2013,DEHRADUN,Potato,NA
29-04-2013,RAIPUR,Potato,16
29-04-2013,PANAJI,Potato,NA
29-04-2013,AHMEDABAD,Potato,15
29-04-2013,RAJKOT,Potato,15
29-04-2013,BHOPAL,Potato,15
29-04-2013,INDORE,Potato,18
29-04-2013,GWALIOR,Potato,20
29-04-2013,JABALPUR,Potato,15
29-04-2013,MUMBAI,Potato,20
29-04-2013,NAGPUR,Potato,18
29-04-2013,JAIPUR,Potato,10
29-04-2013,JODHPUR,Potato,9
29-04-2013,KOTA,Potato,15
29-04-2013,PATNA,Potato,9
29-04-2013,BHAGALPUR,Potato,9
29-04-2013,RANCHI,Potato,12
29-04-2013,BHUBANESHWAR,Potato,12
29-04-2013,CUTTACK,Potato,12
29-04-2013,SAMBALPUR,Potato,12
29-04-2013,ROURKELA,Potato,14
29-04-2013,KOLKATA,Potato,10
29-04-2013,SILIGURI,Potato,8
29-04-2013,PORT BLAIR,Potato,18
29-04-2013,ITANAGAR,Potato,NA
29-04-2013,GUWAHATI,Potato,10
29-04-2013,SHILLONG,Potato,15
29-04-2013,AIZWAL,Potato,30
29-04-2013,DIMAPUR,Potato,12
29-04-2013,AGARTALA,Potato,15
29-04-2013,VIJAYWADA,Potato,18
29-04-2013,VISAKHAPATNAM,Potato,13
29-04-2013,BENGALURU,Potato,19
29-04-2013,DHARWAD,Potato,18
29-04-2013,T.PURAM,Potato,23
29-04-2013,ERNAKULAM,Potato,25
29-04-2013,KOZHIKODE,Potato,21
